id_study	system	strata	habitat	cat	tax_resp_class	l.n.c	l.p.c	l.int.c	Date_entry	author	pubyear	citation	publication	pubvol	pages	hab_descrip	location	latitud	longitud	elev	n_avail	n_total	p_avail	p_total	c_total	pH	light	temp	precip	npp	npp_typ	ab	ab_unit	study_typ	cons_man	HA	fert	fdchlg_man	num_nut_tmnt	num_nut	duration	fert_area	cons_area	vol	fert_unit	p_rate	n_rate	meta_source	note_study
JES078	MARINE	BENTHIC	COASTAL HARD BOTTOM	BENTH HARD	BIOMASS	0	0.300104592	-0.162518929	20061102	Armitage&&	2006	Hydrobiologia 569: 423-435	Hydrobio	569	423-435	seagrass meadow	Duck Key- FL	25.4	-80.9	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	665	0.25	NA	NA	g/m2/d	0.18	1.43	NA	Long term n and p factorial enrichment in seagrass meadow looking at epiphytes and epibenthic algae
JES079	MARINE	BENTHIC	COASTAL HARD BOTTOM	BENTH HARD	BIOMASS	0.488097373	-0.481303184	-0.727436254	20061102	Armitage&&	2006	Hydrobiologia 569: 423-436	Hydrobio	569	423-435	seagrass meadow	Bob Allen Keys- FL	25.4	-80.9	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	665	0.25	NA	NA	g/m2/d	0.18	1.43	NA	Long term n and p factorial enrichment in seagrass meadow looking at epiphytes and epibenthic algae
JES080	MARINE	BENTHIC	COASTAL HARD BOTTOM	BENTH HARD	BIOMASS	0.071458964	-0.117783036	0	20061102	Armitage&&	2006	Hydrobiologia 569: 423-437	Hydrobio	569	423-435	seagrass meadow	Nine Mile Bank- FL	25.4	-80.9	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	665	0.25	NA	NA	g/m2/d	0.18	1.43	NA	Long term n and p factorial enrichment in seagrass meadow looking at epiphytes and epibenthic algae
JES081	MARINE	BENTHIC	COASTAL HARD BOTTOM	BENTH HARD	BIOMASS	0.042259809	0.678654173	0.459153613	20061102	Armitage&&	2006	Hydrobiologia 569: 423-438	Hydrobio	569	423-435	seagrass meadow	Sprigger Bank- FL	25.4	-80.9	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	665	0.25	NA	NA	g/m2/d	0.18	1.43	NA	Long term n and p factorial enrichment in seagrass meadow looking at epiphytes and epibenthic algae
JJE001	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.336472237	0.182321557	0.371563556	20060404	Axler&&	1978	Great Basin Nat. 38: 187-192	Great Basin Nat	38	187-192	NA	Big Soda Lake	39.5	-118.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE002	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.832909123	0.693147181	1.757857918	20060404	Edmondson	1972	In: Nutrients and eutrophication: the limiting nutrient controversy	In: Nutrients and eutrophication: the limiting nutrient controversy	NA	NA	NA	Lake Washington	47.62	-122.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE003	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0.615185639	0.904218151	20060405	Elser&Kimmel	1985	CJFAS 42: 1359-1370	Can J Fish Aquat Sci	42	1359-1370	NA	Melton Hill Reservoir	35.98	-84.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE004	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0.476234179	0.760805829	20060405	Elser&Kimmel	1985	CJFAS 42: 1359-1370	Can J Fish Aquat Sci	42	1359-1370	NA	Norris Reservoir	36.22	-84.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE005	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0.438254931	0.559615788	20060405	Elser&Kimmel	1985	CJFAS 42: 1359-1370	Can J Fish Aquat Sci	42	1359-1370	NA	Watts Bar Reservoir	35.63	-84.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE006	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.173953307	0.223143551	1.757857918	20060405	Elser&&	1988	Limnol. Oceanogr. 33: 1-14	Limnol Oceanogr	33	14-Jan	NA	Peter Lake	46.25	-89.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE007	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.198850859	-0.139262067	1.568615918	20060405	Elser&&	1989	Limnol. Oceanogr. 33: 1-14	Limnol Oceanogr	33	14-Jan	NA	Paul Lake	46.25	-89.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE008	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.530628251	0.067658648	1.526056303	20060405	Elser&&	1990	Limnol. Oceanogr. 33: 1-14	Limnol Oceanogr	33	14-Jan	NA	Tuesday Lake	46.25	-89.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE009	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.254642218	0.131028262	0.678033543	20060405	Emery&&	1973	Water Res.	Water Res	NA	NA	NA	Sammamish Lake	47.61	-122.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE010	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.086177696	0.086177696	0.78845736	20060405	Gerhart	1975	Verh. Internat. Ver. Limnol.	Verh Int Ver Limnol	NA	NA	NA	Mirror Lake	43.62	-71.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE011	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	1.01884732	1.10856262	1.78339122	20060405	Glooschenko&Alvis	1973	Hydrobiologia 42:285-294	Hydrobiologia	42	285-294	NA	Jackson Lake	28.13	-82.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat-long may be wrong
JJE012	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.131028262	0.693147181	1.043804052	20060405	Hartig&Wallen	1984	J. Great Lakes Res. 10: 449 - 460	J Great Lakes Res	10	449-460	NA	Lake Erie	42.22	-81.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE013	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	0.336472237	1.887069649	20060405	Havens&DeCosta	1984	Arch. Hydrobiol. 69: 443-476	Arch Hydrobiol	69	443-476	NA	Lake O'Woods	39.69	-79.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE014	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0.815364813	0.815364813	20060405	Jordan&Bender	1973	Water Res.	Water Res	NA	NA	NA	Crystal Lake	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat-long ?
JJE015	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.405465108	0.067658648	0.587786665	20060405	Lane&Goldman	1984	Hydrobiologia 118: 219-223	Hydrobiologia	118	219-223	NA	Crater Lake	42.93	-122.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE016	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.19062036	0.029558802	0.292669614	20060405	Lane&Goldman	1985	Hydrobiologia 118: 219-223	Hydrobiologia	118	219-223	NA	Lake Tahoe	39.1	-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE017	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.518793793	0.3074847	0.91228271	20060405	Lehman	1979	Arch. Hydrobiol. 87: 274-303	Arch Hydrobiol	87	274-303	NA	Egg Lake	48.57	-123.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE018	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.955511445	0.223143551	2.714694744	20060405	Lin&Schelske	1981	Can J Fish Aquat Sci 38: 1-9	Can J Fish Aquat Sci	38	9-Jan	NA	Lake Huron	42.18	-81.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE019	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	0	1.199964783	20060405	McDiffet	1980	Hydrobiologia 71: 137-145	Hydrobiologia	71	137-145	NA	Placid Lake	27.88	-81.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat longitude approximate
JJE020	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	1.504077397	1.791759469	20060405	McDiffet	1980	Hydrobiologia 71: 137-145	Hydrobiologia	71	137-145	NA	Francis Lake	27.88	-81.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat longitude approximate
JJE021	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	0.09531018	2.708050201	20060405	McDiffet	1980	Hydrobiologia 71: 137-145	Hydrobiologia	71	137-145	NA	Annie Lake	27.88	-81.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat longitude approximate
JJE022	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.482426149	1.638996715	1.280933845	20060405	Ostrofsy&Duthie	1975	Int. Rev. Ges. Hydrobiol. 60: 145-158	Internat Rev Ges Hydrobiol	60	145-158	NA	Lobstick Lake	54	-65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE023	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0	0.336472237	20060405	Polisini&&	1970	Oikos 21: 344-347	Oikos	21	344-347	NA	Risher Pond	33.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE024	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	1.360976553	1.945910149	2.990719732	20060405	Powers&&	1972	In: Nutrients and eutrophication: the limiting nutrient controversy	In: Nutrients and eutrophication: the limiting nutrient controversy	NA	NA	NA	Shagawa Lake	48	-91.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE025	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	1.791759469	0.09531018	2.374905755	20060405	Prepas&Trimbee	1988	Hydrobiologia 159: 269-276	Hydrobiologia	159	269-276	NA	Long Lake	54.58	-102.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat-long assumed same as Amisk
JJE026	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.982078472	1.609437912	1.991975516	20060405	Prepas&Trimbee	1989	Hydrobiologia 159: 269-276	Hydrobiologia	159	269-276	NA	Amisk Lake	54.58	-102.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE027	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.693147181	0.693147181	2.014903021	20060405	Prepas&Trimbee	1990	Hydrobiologia 159: 269-276	Hydrobiologia	159	269-276	NA	Island Lake	54.58	-102.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat-long assumed same as Amisk
JJE028	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.463734016	2.071913275	2.107786015	20060405	Prepas&Trimbee	1991	Hydrobiologia 159: 269-276	Hydrobiologia	159	269-276	NA	Narrow Lake	54.58	-102.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	lat-long assumed same as Amisk
JJE029	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	-0.020202707	0.476234179	0.548121409	20060405	Priscu&&	1982	Arch. Hydrobiol. 94: 1-23	Arch Hydrobiol	94	23-Jan	NA	Lake Mohave (reservoir)	35.43	-114.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE030	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.231111721	0.231111721	0.620576488	20060405	Sakamoto	1971	J. Fish. Res. Bd. Can. 28: 203-213	J Fish Res Bd Can	28	203-213	NA	Lake 302	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE031	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	-0.051293294	0.254642218	0.722705983	20060405	Sakamoto	1971	J. Fish. Res. Bd. Can. 28: 203-213	J Fish Res Bd Can	28	203-213	NA	Lake 81	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE032	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.262364264	0.530628251	0.741937345	20060405	Sakamoto	1971	J. Fish. Res. Bd. Can. 28: 203-213	J Fish Res Bd Can	28	203-213	NA	Lake 132	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE033	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.019802627	-0.020202707	0.058268908	20060405	Sakamoto	1971	J. Fish. Res. Bd. Can. 28: 203-213	J Fish Res Bd Can	28	203-213	NA	Lake 239	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE034	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.262364264	0.392042088	0.336472237	20060405	Sakamoto	1971	J. Fish. Res. Bd. Can. 28: 203-213	J Fish Res Bd Can	28	203-213	NA	Lake 161	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE035	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	-0.072570693	1.011600912	0.841567186	20060405	Schelske&&	1978	Mitt. Int. Ver. Limnol. 21: 65-80	Mitt Int Ver Limnol	21	65-80	NA	Lake Michigan	43.7	-87.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE036	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	NA	0.824175443	0.824175443	20060405	Schindler&&	1971	J. Fish. Res. Bd. Can. 28: 1763-1782	J Fish Res Bd Can	28	1763-1782	NA	Lake 227	49.63	-93.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE037	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.364643114	0.982078472	0.636576829	20060405	Schindler&&	1971	J. Fish. Res. Bd. Can. 28: 1763-1782	J Fish Res Bd Can	28	1763-1782	NA	Meretta Lake	72	-110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE038	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.587786665	0.182321557	0	20060405	Sridharan&Lee	1977	Water Res. 11: 849-8958	Water Res	11	849-8958	NA	Lake Ontario	43.67	-77.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE039	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	2.091864062	1.353254507	1.704748092	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Skaha Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE040	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	-0.198450939	0.113328685	1.803358605	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Kalamalka Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE041	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.717839793	1.153731588	1.483874689	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Osoyoos Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE042	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.858661619	0.182321557	0.482426149	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Wood Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE043	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	-0.198450939	0.576613364	1.229640551	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Okanagan Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE044	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	1.30833282	0.741937345	1.098612289	20060405	Stockner&Northcote	1974	J. Fish. Res. Bd. Can. 31: 955-976	J Fish Res Bd Can	31	955-976	NA	Vaseux Lake	49.08	-119.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE045	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.207014169	0.412109651	0.97455964	20060405	Storch&Dietrich	1979	J. Phycol. 15: 399-405	J Phycol	15	399-405	NA	Chautauqua Lake	42.5	-79.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE046	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.815364813	0.139761942	2.360854001	20060405	Suttle&Harrison	1988	Limnol. Oceanogr. 33: 186-202	Limnol Oceanogr	33	186-202	NA	Kennedy Lake	49.043	-125.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE047	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.223143551	0.139761942	0.837247525	20060405	Thurlow&&	1975	Verh. Int. Verh. Int. Ver. Limnol. 19: 1029-1036	Verh Int Ver Limnol	19	1029-1036	NA	China Lake	35.73	-117.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE048	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.067658648	0.139761942	NA	20060405	Wallen	1979	J. Great Lakes Res. 5: 91-98	J Great Lakes Res	5	91-98	NA	Lake St. Clair	44.45	-79.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE049	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.350656872	0.019802627	0.524728529	20060405	Whalen&Alexander	1986	Polar Biol. 5: 211-219	Polar Biol	5	211-219	NA	Toolik Lake	68.63	-149.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE050	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0	0.837247525	1.249901736	20060405	Wilcox&DeCosta	1982	Arch. Hydrobiol. 94: 393-424	Arch Hydrobiol	94	393-424	NA	Cheat Lake	39.63	-79.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE051	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.067658648	0.530628251	1.398716881	20060405	Wurtsbaugh	1988	Verh. Int. Ver. Limnol. 23: 121-130	Verh Int Ver Limnol	23	121-130	NA	East Canyon Lake (reservoir)	40.95	-111.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE052	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.536493371	0.198850859	1.266947603	20060405	Wurtsbaugh	1988	Verh. Int. Ver. Limnol. 23: 121-130	Verh Int Ver Limnol	23	121-130	NA	Great Salt Lake	41.23	-112.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE053	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.90825856	0.09531018	2.286455711	20060405	Wurtsbaugh	1988	Verh. Int. Ver. Limnol. 23: 121-130	Verh Int Ver Limnol	23	121-130	NA	Bear Lake	41.9841	-111.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
JJE054	FRESHWATER	PELAGIC	LAKE	LAKE PELAGIC	BIOMASS	0.548121409	-0.301105093	NA	20060405	Wurtsbaugh&Horne	1983	Can J Fish Aquat Sci 40: 1419-1429	Can J Fish Aquat Sci	40	1419-1429	NA	Clear Lake	39.01	-122.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIELD	NONE	NA	1	1	2	2	NA	NA	NA	NA	NA	NA	NA	JJE's 1990 metanalysis	NA
