Date_entry,ID_study,author,pubyear,citation,publication,pubvol,pagestart,pageend,system,strata,habitat,hab_descrip,location,latitud,longitud,elev,n_avail,n_total,p_avail,p_total,c_total,pH,light,temp,precip,npp,npp_typ,ab,ab_unit,study_typ,cons_man,HA,fert,fdchlg_man,num_nut_tmnt,num_nut,duration,fert_area,cons_area,vol,meta_source,note_study
20051024,HLH397,Jones&&,2000,Freshw Biol 43:591-604,Freshw Biol,43,591,604,freshwater,benthic,lake,.,.,53.5,-2.95,.,14.28571429,.,0.322580645,.,.,.,150,20,.,.,.,.,.,lab,enclosure,3,1,2,1,2,56,0.0314,0.0314,8,Helmut's periphyton database,11-15: nutrients are in µmol  L-1 
20051024,HLH401,Lamberti&Resh,1983,Ecology 64:1124-1135,Ecology,64,1124,1135,freshwater,benthic,stream,.,.,38.78,-122.78,670,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,28,.,0.25,.,Helmut's periphyton database,.
20051024,HLH402,Lamberti&Resh,1983,Ecology 64:1124-1135,Ecology,64,1124,1135,freshwater,benthic,stream,.,.,38.78,-122.78,670,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,28,.,0.25,.,Helmut's periphyton database,.
20051024,HLH403,Lamberti&Resh,1983,Ecology 64:1124-1135,Ecology,64,1124,1135,freshwater,benthic,stream,.,.,38.78,-122.78,670,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,28,.,0.25,.,Helmut's periphyton database,.
20051024,HLH404,Hootsmans&&,1993,Hydrobiologia 258:73-80,Hydrobiologia,258,73,80,marine,benthic,coastal soft bottom,seagrass meadow,.,19,-16,-0.2,.,.,.,.,.,.,1000,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,12,.,4,.,Helmut's periphyton database,.
20051024,HLH405,Hootsmans&&,1993,Hydrobiologia 258:73-80,Hydrobiologia,258,73,80,marine,benthic,coastal soft bottom,seagrass meadow,.,19,-16,-0.2,.,.,.,.,.,.,1000,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,12,.,4,.,Helmut's periphyton database,.
20051024,HLH406,Hootsmans&&,1993,Hydrobiologia 258:73-80,Hydrobiologia,258,73,80,marine,benthic,coastal soft bottom,seagrass meadow,.,19,-16,-0.2,.,.,.,.,.,.,1000,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,12,.,4,.,Helmut's periphyton database,.
20051024,HLH408,Tuchman&Stevenson,1991,J N Am Benth Soc 10:430-443,J N Am Benth Soc,10,430,443,freshwater,benthic,lake,.,.,36.96,-88.18,242.6496,.,.,.,.,.,7.8,95,16,.,.,.,.,.,field,enclosure,.,0,2,0,0,28,.,5,.,Helmut's periphyton database,.
20051128,HLH409,Evans-White&Lamberti,2005,Freshw Biol 50:1853-1863,Freshw Biol,50,1853,1863,freshwater,benthic,stream,.,.,.,.,.,19.28571429,.,0.483870968,.,.,.,.,.,.,.,.,.,.,lab,enclosure,.,0,2,0,0,14,.,0.053,.,Helmut's periphyton database,11-15: nutrients are in µmol  L-1 
20051128,HLH410,Bowman&&,2005,Freshw Biol 50:1836-1852,Freshw Biol,50,1836,1852,freshwater,benthic,stream,.,.,53.9,-118.05,1250,5.535714286,.,.,0.935483871,.,.,.,10,565,.,.,.,.,field,exclosure,.,0,2,0,0,14,.,0.02,2,Helmut's periphyton database,11-15: nutrients are in µmol  L-1 
20051129,HLH411,Tomas&&,2005,Mar Ecol Prog Ser 287:115-125,Mar Ecol Prog Ser,287,115,125,freshwater,benthic,stream,.,.,42.04,3.22,-5,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,475,.,2.25,1125,Helmut's periphyton database,.
20051131,HLH412,Tomas&&,2005,Mar Ecol Prog Ser 287:115-125,Mar Ecol Prog Ser,287,115,125,freshwater,benthic,stream,.,.,42.04,3.22,-5,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,380,.,2.25,1125,Helmut's periphyton database,.
20060510,HLH501,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,Limnol Oceanogr,44,1616,1624,freshwater,pelagic,lake,.,Lake Erken,59.73,18.72,13,.,50,.,0.806451613,.,.,.,.,.,.,.,.,.,field,enclosure,3,1,2,3,3,4,.,.,20,Tobias original data,.
20060510,HLH502,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,Limnol Oceanogr,44,1616,1624,freshwater,pelagic,lake,.,Lake Erken,59.73,18.72,13,.,50,.,0.806451613,.,.,.,.,.,.,.,.,.,field,enclosure,3,1,2,3,3,4,.,.,20,Tobias original data,.
20060510,HLH503,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,Limnol Oceanogr,44,1616,1624,freshwater,pelagic,lake,.,Lake Erken,59.73,18.72,13,.,50,.,0.806451613,.,.,.,.,.,.,.,.,.,field,enclosure,3,1,2,3,3,4,.,.,20,Tobias original data,.
20060510,HLH504,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,Limnol Oceanogr,44,1616,1624,freshwater,pelagic,lake,.,Lake Erken,59.73,18.72,13,.,50,.,0.806451613,.,.,.,.,.,.,.,.,.,field,enclosure,3,1,2,3,3,4,.,.,20,Tobias original data,.
20060510,HLH505,Vrede&&,1999,Limnol Oceanogr 44:1616-1624,Limnol Oceanogr,44,1616,1624,freshwater,pelagic,lake,.,Lake Erken,59.73,18.72,13,.,50,.,0.806451613,.,.,.,.,.,.,.,.,.,field,enclosure,3,1,2,3,3,4,.,.,20,Tobias original data,.
20060510,HLH506,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,27.5,.,.,.,.,.,field,enclosure,3,1,2,1,2,2,.,.,10,.,.
20060510,HLH507,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,25.9,.,.,.,.,.,field,enclosure,3,1,2,1,2,2,.,.,10,.,.
20060510,HLH508,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,29.5,.,.,.,.,.,field,enclosure,3,1,2,1,2,2,.,.,10,.,.
20060510,HLH509,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,25.5,.,.,.,.,.,field,enclosure,3,1,2,2,3,2,.,.,10,.,.
20060510,HLH510,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,25.3,.,.,.,.,.,field,enclosure,.,1,1,2,4,2,.,.,10,.,.
20060510,HLH511,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Malawi,-13.64,34.61,.,.,.,.,.,.,.,.,24.5,.,.,.,.,.,field,enclosure,.,1,1,2,3,2,.,.,10,.,.
20060510,HLH512,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Victoria,-0.4,33.25,.,.,.,.,.,.,.,.,25.8,.,.,.,.,.,field,enclosure,.,1,1,3,3,2,.,.,10,.,.
20060510,HLH513,Guildford&&,2003,J Great Lakes Res 29:89-106,J Great Lakes Res,29,89,106,freshwater,pelagic,lake,.,Lake Victoria,-0.4,33.25,.,.,.,.,.,.,.,.,27.7,.,.,.,.,.,field,enclosure,.,1,1,2,2,2,.,.,10,.,.
20060511,HLH514,Bertness,1984,Ecology 65:370-381,Ecology,65,370,381,marine,benthic,.,rock,Mount Hope Bay - Rhode Island,41.7,-71.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,211,.,0.25,.,Lodge review,.
20060511,HLH515,Bertness,1984,Ecology 65:370-381,Ecology,65,370,381,marine,benthic,.,rock,Mount Hope Bay - Rhode Island,41.7,-71.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,211,.,0.25,.,Lodge review,.
20060511,HLH516,Bertness,1984,Ecology 65:370-381,Ecology,65,370,381,marine,benthic,.,rock,Mount Hope Bay - Rhode Island,41.7,-71.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,211,.,0.25,.,Lodge review,.
20060511,HLH517,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47,-70.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060511,HLH518,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47,-70.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060511,HLH519,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47.04,-70.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060511,HLH520,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47,-70.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060511,HLH521,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47,-70.58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060511,HLH522,Giroux&Bedard,1987,J Appl Ecol 24:773-788,J Appl Ecol,24,773,788,terrestrial,aboveground,wetland,.,.,47.04,-70.47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,.,.,6.25,.,Lodge review,.
20060512,HLH523,Jupp&Spence,1977,J Ecol 65:431-446,J Ecol,65,431,446,freshwater,benthic,lake,.,Loch Leven,56.3,-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,210,.,2,.,Lodge review,.
20060512,HLH524,Jupp&Spence,1977,J Ecol 65:431-446,J Ecol,65,431,446,freshwater,benthic,lake,.,Loch Leven,56.3,-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,exclosure,.,0,2,0,0,210,.,2,.,Lodge review,.
20060512,HLH525,Hansson&&,1987,Limnol Oceanogr 32:723-729,Limnol Oceanogr,32,723,729,freshwater,benthic,lake,.,South-Swedish pond near Lund,.,.,.,.,.,0.961290323,.,.,.,40,.,.,.,.,.,.,lab,enclosure,.,0,2,0,0,70,.,.,40,Lodge review,.
20060512,HLH526,Hansson&&,1987,Limnol Oceanogr 32:723-729,Limnol Oceanogr,32,723,729,freshwater,benthic,lake,.,South-Swedish pond near Lund,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,enclosure,.,0,2,0,0,123,.,.,.,Lodge review,.
20060519,HLH527,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,2.5,.,0.193548387,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH528,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,1.571428571,.,0.161290323,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH529,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,8.285714286,.,0.225806452,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH530,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,2.5,.,0.193548387,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH531,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,1.571428571,.,0.161290323,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH532,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,8.285714286,.,0.225806452,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH533,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,2.5,.,0.193548387,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH534,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,1.571428571,.,0.161290323,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH535,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,8.285714286,.,0.225806452,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH536,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,2.5,.,0.193548387,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH537,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,1.571428571,.,0.161290323,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH538,Biggs&&,1998,Arch Hydrobiol 143:147-177,Arch Hydrobiol,143,147,177,freshwater,benthic,stream,.,Kakanui River,-44,172.3,.,8.285714286,.,0.225806452,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH539,Bothwell,1989,Can J Fish Aquat Sci 46:1293-1301,Can J Fish Aquat Sci,46,1293,1301,freshwater,benthic,stream,.,South Thompson River - British Columbia,.,.,.,4.114285714,.,0.067741935,.,.,.,141.2037037,6.5,.,.,.,.,.,field,none,.,1,1,1,1,59,.,.,.,Bothwell 1996,.
20060519,HLH540,Bothwell,1989,Can J Fish Aquat Sci 46:1293-1301,Can J Fish Aquat Sci,46,1293,1301,freshwater,benthic,stream,.,South Thompson River - British Columbia,.,.,.,6.371428571,.,0.041935484,.,.,.,317.1296296,1.5,.,.,.,.,.,field,none,.,1,1,1,1,35,.,.,.,Bothwell 1996,.
20060519,HLH541,Bothwell,1989,Can J Fish Aquat Sci 46:1293-1301,Can J Fish Aquat Sci,46,1293,1301,freshwater,benthic,stream,.,South Thompson River - British Columbia,.,.,.,2.621428571,.,0.077419355,.,.,.,171.2962963,8.4,.,.,.,.,.,field,none,.,1,1,1,1,48,.,.,.,Bothwell 1996,.
20060519,HLH542,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,West Kowai,-43.5,172.2,.,0.971428571,.,0.029032258,.,.,.,.,18.9,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH543,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Kyeburn,-44.5,170.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH544,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Bowyersa,-43.75,172.35,.,0.835714286,.,0.058064516,.,.,.,.,9.2,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH545,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,North Kowai,-43.5,172.2,.,0.792857143,.,0.032258065,.,.,.,.,11.7,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH546,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Timber,-44.5,170.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH547,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Woolshed,-43.75,172.35,.,26.94285714,.,0.122580645,.,.,.,.,13.3,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH548,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Victoria,-42.3,172.5,.,0.257142857,.,0.05483871,.,.,.,.,16.9,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH549,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Granity,-42.2,171.5,.,17.9,.,0.04516129,.,.,.,.,21,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH550,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Sams,-42.7,171.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH551,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Rough,-42.3,172.5,.,1.557142857,.,0.025806452,.,.,.,.,10.7,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH552,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Slaty,-42.2,171.5,.,0.764285714,.,0.025806452,.,.,.,.,13.4,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH553,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Camp,-42.7,171.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,15,.,.,.,Francouer 2001,.
20060519,HLH554,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,West Kowai,-43.5,172.2,.,0.992857143,.,0.048387097,.,.,.,.,8.1,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH555,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Kyeburn,-44.5,170.5,.,0.307142857,.,0.04516129,.,.,.,.,10.6,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH556,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Bowyersa,-43.75,172.35,.,1.785714286,.,0.119354839,.,.,.,.,9,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH557,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,North Kowai,-43.5,172.2,.,0.435714286,.,0.029032258,.,.,.,.,10,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH558,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Timber,-44.5,170.5,.,0.792857143,.,0.087096774,.,.,.,.,11.8,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH559,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Woolshed,-43.75,172.35,.,9.092857143,.,0.161290323,.,.,.,.,11.5,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH560,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Victoria,-42.3,172.5,.,0.371428571,.,0.051612903,.,.,.,.,12.1,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH561,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Granity,-42.2,171.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH562,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Sams,-42.7,171.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH563,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Rough,-42.3,172.5,.,0.828571429,.,0.070967742,.,.,.,.,9.8,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH564,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Slaty,-42.2,171.5,.,1.114285714,.,0.087096774,.,.,.,.,12,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH565,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Camp,-42.7,171.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,19,.,.,.,Francouer 2001,.
20060519,HLH566,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,West Kowai,-43.5,172.2,.,6.6,.,0.061290323,.,.,.,.,3.1,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH567,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Kyeburn,-44.5,170.5,.,0.671428571,.,0.096774194,.,.,.,.,1.1,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH568,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Bowyersa,-43.75,172.35,.,1.157142857,.,0.087096774,.,.,.,.,2.7,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH569,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,North Kowai,-43.5,172.2,.,1.678571429,.,0.061290323,.,.,.,.,3.5,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH570,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Timber,-44.5,170.5,.,1.257142857,.,0.048387097,.,.,.,.,2.6,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH571,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Woolshed,-43.75,172.35,.,18.24285714,.,0.129032258,.,.,.,.,4.2,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH572,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Victoria,-42.3,172.5,.,0.942857143,.,0.035483871,.,.,.,.,2.9,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH573,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Granity,-42.2,171.5,.,14.24285714,.,0.035483871,.,.,.,.,4.4,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH574,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Sams,-42.7,171.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH575,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Rough,-42.3,172.5,.,2.1,.,0.025806452,.,.,.,.,2.3,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH576,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Slaty,-42.2,171.5,.,2.121428571,.,0.041935484,.,.,.,.,5,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH577,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Camp,-42.7,171.75,.,2.757142857,.,0.064516129,.,.,.,.,6.2,.,.,.,.,.,field,none,.,1,1,2,2,24,.,.,.,Francouer 2001,.
20060519,HLH578,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,West Kowai,-43.5,172.2,.,1.828571429,.,0.035483871,.,.,.,.,7.5,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH579,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Kyeburn,-44.5,170.5,.,0.471428571,.,0.1,.,.,.,.,9.6,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
20060519,HLH580,Francoeur&&,1999,J N Am Benth Soc 18:242-260,J N Am Benth Soc,18,242,260,freshwater,benthic,stream,.,Bowyersa,-43.75,172.35,.,1.007142857,.,0.087096774,.,.,.,.,8,.,.,.,.,.,field,none,.,1,1,2,2,17,.,.,.,Francouer 2001,.
