ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
4113,HLH171,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,9.104091987,0.546588494,4,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4114,HLH171,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,9.496986987,0.233830337,4,nutrient status,tissue nutrients,C:N molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4115,HLH171,benthic invertebrates,2,1,1422,no/m2,7963.2,mg/m2,6,richness,periphyton,10.18800123,0.600133256,4,nutrient status,tissue nutrients,C:N molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4116,HLH171,benthic invertebrates,2,1,1422,no/m2,7963.2,mg/m2,6,richness,periphyton,10.28527599,0.282854197,3,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4117,HLH171,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,18.76300708,11.21024805,3,nutrient status,tissue nutrients,N:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4118,HLH171,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,20.01675017,4.519209165,4,nutrient status,tissue nutrients,N:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4119,HLH171,benthic invertebrates,2,1,1422,no/m2,7963.2,mg/m2,6,richness,periphyton,24.80770928,4.428801257,3,nutrient status,tissue nutrients,N:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4120,HLH171,benthic invertebrates,2,1,1422,no/m2,7963.2,mg/m2,6,richness,periphyton,26.25183074,0.523420746,2,nutrient status,tissue nutrients,N:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4121,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,16.3725131,3.3371475,4,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4122,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,19.51560917,6.379769588,4,biomass,chlorophyll,microg/cm2,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4123,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,20.34320306,5.856803574,4,biomass,chlorophyll,microg/cm2,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4124,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,28.10204803,9.499203268,4,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4125,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,239.35013,61.01171834,4,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4126,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,259.0848815,60.5871378,3,nutrient status,tissue nutrients,C:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4127,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,293.3484608,52.1427773,3,nutrient status,tissue nutrients,C:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4128,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,312.3228595,37.09998675,3,nutrient status,tissue nutrients,C:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4129,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,8.880920497,0.124314781,4,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4130,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,8.996280836,0.393072146,3,nutrient status,tissue nutrients,C:N molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4131,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,9.089792552,0.161162497,3,nutrient status,tissue nutrients,C:N molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4132,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,9.250162678,0.339943154,3,nutrient status,tissue nutrients,C:N molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4133,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,26.91453145,6.658949883,4,nutrient status,tissue nutrients,N:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4134,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,28.64492325,5.38749587,3,nutrient status,tissue nutrients,N:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4135,HLH172,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,32.3148329,6.007221497,3,nutrient status,tissue nutrients,N:P molar ratio,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,nutrient addition rates not ambient loading levels
4136,HLH172,benthic invertebrates,2,1,727,no/m2,4071.2,mg/m2,6,richness,periphyton,33.70795663,2.991300407,3,nutrient status,tissue nutrients,N:P molar ratio,.,1,1,0,0,0,.,.,.,.,.,.,.,complete,.,own,nutrient addition rates not ambient loading levels
4137,HLH173,benthic invertebrates,2,1,186,no/m2,2604,mg/m2,6,richness,periphyton,1.958080579,0.054391127,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4138,HLH173,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,3.006016297,0.553650737,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4139,HLH174,benthic invertebrates,2,1,75,no/m2,1050,mg/m2,4,richness,periphyton,4.133725668,1.846096074,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4140,HLH174,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,17.04640335,0.584913992,2,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4141,HLH175,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,7.741670439,6.218771735,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4142,HLH175,benthic invertebrates,2,1,92,no/m2,1288,mg/m2,5,richness,periphyton,8.285581711,1.382790338,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4143,HLH176,benthic invertebrates,2,1,138,no/m2,1932,mg/m2,5,richness,periphyton,1.178474423,0.688715679,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4144,HLH176,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,9.500316885,4.904057178,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4145,HLH177,benthic invertebrates,2,1,129,no/m2,1806,mg/m2,5,richness,periphyton,1.740516071,1.887301577,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4146,HLH177,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,7.331923947,2.753974832,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4147,HLH178,benthic invertebrates,2,1,138,no/m2,1932,mg/m2,6,richness,periphyton,2.175645088,0.679344961,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4148,HLH178,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,12.12740833,2.894713641,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4149,HLH179,benthic invertebrates,2,1,119,no/m2,1666,mg/m2,5,richness,periphyton,3.481032141,1.996976735,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4150,HLH179,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,15.95473065,11.38339287,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4151,HLH180,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,4.858940697,5.268176818,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4152,HLH180,benthic invertebrates,2,1,58,no/m2,812,mg/m2,3,richness,periphyton,7.832322318,11.87471793,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4153,HLH181,benthic invertebrates,2,1,64,no/m2,896,mg/m2,3,richness,periphyton,2.248166591,1.297810744,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4154,HLH181,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.527374378,0.572150537,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4155,HLH182,benthic invertebrates,2,1,129,no/m2,1806,mg/m2,5,richness,periphyton,1.985276143,1.002431081,3,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4156,HLH182,benthic invertebrates,2,1,347.2222222,no/m2,4861.111111,mg/m2,5,richness,periphyton,2.964316433,0.520755396,4,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4157,HLH182,benthic invertebrates,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,13.99665007,3.157185129,4,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,own,.
4158,HLH183,Stagnicola,2,1,176,no/m2,3120,mg/m2,1,richness,periphyton,1.125874126,0.171328671,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4159,HLH183,Stagnicola,2,1,118,no/m2,2060,mg/m2,1,richness,periphyton,1.590909091,0.171328671,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4160,HLH183,Stagnicola,2,1,88,no/m2,1530,mg/m2,1,richness,periphyton,1.713286713,0.171328671,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4161,HLH183,Stagnicola,2,1,59,no/m2,1060,mg/m2,1,richness,periphyton,2.202797203,0.244755245,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4162,HLH183,Stagnicola,2,1,35,no/m2,580,mg/m2,1,richness,periphyton,8.493006993,1.958041958,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4163,HLH183,Stagnicola,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,11.99300699,1.003496503,5,biomass,chlorophyll,microg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4164,HLH183,Stagnicola,2,1,88,no/m2,1530,mg/m2,1,richness,periphyton,0.081,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4165,HLH183,Stagnicola,2,1,118,no/m2,2060,mg/m2,1,richness,periphyton,0.127,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4166,HLH183,Stagnicola,2,1,59,no/m2,1060,mg/m2,1,richness,periphyton,0.703,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4167,HLH183,Stagnicola,2,1,176,no/m2,3120,mg/m2,1,richness,periphyton,0.773,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4168,HLH183,Stagnicola,2,1,35,no/m2,580,mg/m2,1,richness,periphyton,1.325,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4169,HLH183,Stagnicola,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.37,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4170,HLH183,Stagnicola,2,1,176,no/m2,3120,mg/m2,1,richness,periphyton,18.86363636,6.363636364,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4171,HLH183,Stagnicola,2,1,88,no/m2,1530,mg/m2,1,richness,periphyton,22.72727273,1.590909091,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4172,HLH183,Stagnicola,2,1,118,no/m2,2060,mg/m2,1,richness,periphyton,25.68181818,1.590909091,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4173,HLH183,Stagnicola,2,1,59,no/m2,1060,mg/m2,1,richness,periphyton,36.36363636,1.590909091,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4174,HLH183,Stagnicola,2,1,35,no/m2,580,mg/m2,1,richness,periphyton,67.72727273,4.090909091,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4175,HLH183,Stagnicola,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,87.04545455,4.318181818,5,biomass,NPP,microg O2 peer cm2 und h,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig2,11-15: pseudoreplication
4176,HLH184,Gumaga,2,1,.,no/m2,.,mg/m2,1,richness,periphyton,35.13513514,6.620242548,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3c,.
4177,HLH184,Gumaga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,79.72972973,16.55060637,6,biomass,chlorophyll,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3c,.
4178,HLH185,Glossosoma,2,1,133,no/m2,79.8,mg/m2,1,richness,periphyton,0.305777778,0.151789328,10,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4179,HLH185,Glossosoma,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.545777778,0.286713175,10,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4180,HLH186,Glossosoma,2,1,133,no/m2,79.8,mg/m2,1,richness,periphyton,0.373333333,0.297956828,10,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4181,HLH186,Glossosoma,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.48,0.241738559,10,biomass,AFDM,mg/cm2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,.
4182,HLH187,Elimia,2,1,1000,no/m2,14600,mg/m2,1,richness,periphyton,0.154255319,0.037612063,2,biomass,biomass,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig3,.
4183,HLH187,Elimia,2,1,1000,no/m2,14600,mg/m2,1,richness,periphyton,0.292553191,0.037612063,2,biomass,biomass,mg/m2,.,0,0,0,0,1,.,.,.,.,90,.,.,light,micromol/m2/s,Fig3,.
4184,HLH187,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.35106383,0.037612063,2,biomass,biomass,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig3,.
4185,HLH187,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.744680851,0.037612063,2,biomass,biomass,mg/m2,.,0,0,0,0,1,.,.,.,.,90,.,.,light,micromol/m2/s,Fig3,.
4186,HLH188,Elimia,2,1,1000,no/m2,14600,mg/m2,1,richness,periphyton,0.79787234,0.060179301,2,biomass,biomass,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig3,.
4187,HLH188,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.010638298,0.037612063,2,biomass,biomass,mg/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig3,.
4188,HLH188,Elimia,2,1,1000,no/m2,14600,mg/m2,1,richness,periphyton,1.675531915,0.142925839,2,biomass,biomass,mg/m2,.,0,0,0,0,1,.,.,.,.,90,.,.,light,micromol/m2/s,Fig3,.
4189,HLH188,Elimia,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.180851064,0.052656888,2,biomass,biomass,mg/m2,.,0,0,0,0,1,.,.,.,.,90,.,.,light,micromol/m2/s,Fig3,.
4190,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,0.476190476,0.336717515,2,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4191,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,5.952380952,0.336717515,2,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4192,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,13.33333333,4.040610178,2,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4193,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,19.04761905,0.336717515,2,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4194,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,23.80952381,0.336717515,2,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4195,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,32.14285714,11.78511302,2,biomass,AFDM,g/m2,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4196,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,0.16,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4197,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.43,.,.,diversity,evenness,Pielou,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4198,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,0.44,.,.,diversity,evenness,Pielou,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4199,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,0.52,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4200,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,0.59,.,.,diversity,evenness,Pielou,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4201,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.62,.,.,diversity,evenness,Pielou,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4202,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,0.71,.,.,diversity,evenness,Pielou,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4203,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,1.25,.,.,diversity,index,Shannon,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4204,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,1.36,.,.,diversity,index,Shannon,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4205,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,1.7,.,.,diversity,index,Shannon,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4206,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.02,.,.,diversity,index,Shannon,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4207,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,2.19,.,.,diversity,index,Shannon,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4208,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,18,.,.,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4209,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,19,.,.,diversity,richness,S,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4210,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,20,.,.,diversity,richness,S,.,0,0,0,0,0,.,.,.,.,.,.,.,.,micromol/m2/s,Fig1,.
4211,HLH189,Juga,2,1,250,no/m2,2500,mg/m2,1,richness,periphyton,21,.,.,diversity,richness,S,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4212,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,22,.,.,diversity,richness,S,.,0,0,0,0,1,.,.,.,.,400,.,.,light,micromol/m2/s,Fig1,.
4213,HLH189,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,26,.,.,diversity,richness,S,.,0,0,0,0,1,.,.,.,.,100,.,.,light,micromol/m2/s,Fig1,.
4214,HLH190,Helicopsyche,2,1,2174,no/m2,1739.2,mg/m2,1,richness,periphyton,7317073.171,1584192.812,3,biomass,biovolume,microm3/cm2,.,0,0,0,0,0,.,0,.,.,.,.,.,.,microM,Fig4,nutrient addition rates not ambient loading levels
4215,HLH190,Helicopsyche,2,1,2174,no/m2,1739.2,mg/m2,1,richness,periphyton,10060975.61,1584192.812,3,biomass,biovolume,microm3/cm2,.,0,1,0,0,0,.,0.71,.,.,.,.,.,P NO,microM,Fig4,nutrient addition rates not ambient loading levels
4216,HLH190,Helicopsyche,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,14085365.85,12990381.06,3,biomass,biovolume,microm3/cm2,.,0,0,0,0,0,.,0,.,.,.,.,.,.,microM,Fig4,nutrient addition rates not ambient loading levels
4217,HLH190,Helicopsyche,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,48841463.41,15841928.12,3,biomass,biovolume,microm3/cm2,.,0,1,0,0,0,.,0.71,.,.,.,.,.,P NO,microM,Fig4,nutrient addition rates not ambient loading levels
4218,HLH191,Dicosmoecus,2,1,25,no/m2,1500,mg/m2,1,richness,periphyton,1.428571429,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4219,HLH191,Juga,2,1,66,no/m2,1320,mg/m2,1,richness,periphyton,2.040816327,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4220,HLH191,Dicosmoecus,2,1,50,no/m2,3000,mg/m2,1,richness,periphyton,3.469387755,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3,11-15: no replication
4221,HLH191,Dicosmoecus,2,1,100,no/m2,6000,mg/m2,1,richness,periphyton,3.673469388,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3,11-15: no replication
4222,HLH191,Juga,2,1,125,no/m2,2500,mg/m2,1,richness,periphyton,7.551020408,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4223,HLH191,Dicosmoecus,2,1,200,no/m2,12000,mg/m2,1,richness,periphyton,8.163265306,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig3,11-15: no replication
4224,HLH191,Juga,2,1,250,no/m2,5000,mg/m2,1,richness,periphyton,20.40816327,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4225,HLH191,Juga,2,1,500,no/m2,10000,mg/m2,1,richness,periphyton,41.83673469,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4226,HLH191,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,44.28571429,.,1,biomass,AFDM,g/m2,.,0,0,0,0,0,.,.,.,.,.,.,.,.,.,Fig1,11-15: no replication
4227,HLH192,Juga,2,1,317,no/m2,3200,mg/m2,1,richness,periphyton,6.315789474,.,.,biomass,AFDM,g/m2,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
4228,HLH192,Juga,1,0,0,no/m2,0,mg/m2,0,richness,periphyton,9.473684211,.,1,biomass,AFDM,g/m2,.,0,0,0,0,0,0,.,.,.,.,.,.,.,.,Fig5,11-15: no replication; light units: micromol/m2/s
