Chla_Mean,Chla_SE,LRR_Mean,LRR_Var,Trt,Temp,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Canopy_Quant
12,1.133893419,0.287682072,0.014642857,N,,,1.2,4.1,0.079,1.7,21.9,,
1.7,0.6,-0.498991166,0.187067474,N,,,,,,,,,3
2.6,1.3,0,0.303254438,N,,,,,,,,,6.5
23.1,1.9,-0.083035229,0.017495229,N,,,,,,,,,0
12.3,1.2,-0.185027918,0.027779649,N,,,,,,,,,20
57.8,5.3,-0.003454235,0.094317696,N,,,,,,,,,0
73.3,12.6,-0.030895674,0.056019117,N,,,,,,,,,0
17.68,2.849852126,-0.111225635,0.034911023,N,,,7.7,11.9,0.11,2,22.1,,
8.14,1.746195865,-0.173271721,0.058489476,N,,,1.3,5,0.096,1.3,22.3,,
3.52,0.604743157,0,0.12514758,N,,,1.5,5.5,0.16,1.3,24.1,,
42,3.651136809,0.755022584,0.013393656,N,,,0.4,2.9,0.11,4,25.3,,
82.41,18.75081751,0.999239815,0.057640058,N,,,1.2,6.1,0.1,4.9,25.5,,
24.61,2.521023035,-0.33780646,0.01699533,N,,,1,3.2,0.12,5.5,25.7,,
48.8,4.384387887,0.250144153,0.072907721,N,,,0.9,12.7,0.17,6.8,26.6,,
57.24,2.959461824,1.279048831,0.020771416,N,,,0.1,2.6,0.12,5.3,27.3,,
78.68,8.360574143,1.084477778,0.082347877,N,,,0.6,2.4,0.17,5.7,27.9,,
41.75,2.740242429,-0.362645111,0.007889243,N,,,47.8,50.9,0.13,6.8,28.8,,
66,18.29348049,1.368275856,0.112539683,N,,,0,0.7,0.071,5.1,28.8,,
27.37,4.781250584,-0.09607383,0.045200867,N,,,0.5,3.6,0.12,6.8,29,,
20.77,3.983745546,0.541130973,0.041390575,N,,,0.2,3.5,0.14,7.2,29.9,,
16.53,3.069071521,0.78495473,0.042079922,N,,,0,2.5,0.087,6.2,30.3,,
10.29,1.111215551,-0.282566972,0.023868063,N,,,0.3,5.3,0.17,8,30.8,,
29.04,2.744022074,0.434285547,0.016359429,N,,,1.5,5.4,0.2,3.1,31.3,,
17.6,2.539921259,0.423814247,0.023582178,N,,,15,22.4,0.21,1.5,32.4,,
86.1,7.748271697,0.731987014,0.014274343,N,,,0.6,5.7,0.23,2.6,32.4,,
129.87,14.4911579,-0.074107972,0.016956828,N,,,36,42.2,0.17,8.7,36.1,,
1.74,0.76726788,-2.525728644,0.322469841,N,,,2,6.2,0.16,1.5,37.2,,
63.8,4.989131044,0.582284588,0.011689232,N,,,2.3,12.3,0.19,5.5,37.2,,
25.92,1.723517997,0.810930216,0.005971518,N,,,2.2,4.4,0.091,14.8,41,,
83.23,8.111117591,0.940983344,0.016057098,N,,,3.3,5.9,0.16,16.4,41.8,,
16.53,2.521023035,0.78495473,0.026641138,N,,,1.1,5,0.17,1.9,41.8,,
8.05,2.38117618,-0.693147181,0.100729139,N,,,2.2,11,0.25,5.6,42,,
64.192,5.926482937,1.312328829,0.030128719,N,,,1.1,6.6,0.19,7.1,45.2,,
15.95,1.644145458,-0.21217452,0.012139579,N,,,19.2,25.2,0.17,1.8,47.6,,
27.36,5.74505999,-0.013793322,0.054814709,N,,,1.1,6.6,0.21,7.6,50.6,,
112.8,21.77075365,1.199255814,0.094907155,N,,,0.2,8.6,0.12,3.2,51,,
16.53,4.932436373,0.78495473,0.136586991,N,,,2.8,7.9,0.22,6.1,58.5,,
82.83,16.33940417,1.593627306,0.052973741,N,,,0.9,5.1,0.15,16.5,62.5,,
27.84,7.343849711,1.428853976,0.073904774,N,,,0.9,6,0.25,7.4,63.1,,
16.5,2.740242429,1.704748092,0.031549259,N,,,0.7,6,0.19,7.9,78.6,,
18,3.968626967,1.504077397,0.057539683,N,,,0.7,6.1,0.19,17.5,89.9,,
0.01,0.01,-6.29156914,0.138888889,N,7.3,,,56.7,,2.2,,58,
100,7.7,-0.126632651,0.008451075,N,7.5,,,58.2,,7.2,,18,
146.1,20,0.253369927,0.018739568,N,7.3,,,40.4,,4.1,,22,
1.2,0.2,0.182321557,0.067777778,N,6.8,,,85.7,,1.7,,122,
68.7,12,0.44102441,0.104219043,N,5.8,,,78.4,,3.7,,47,
15.3,1.6,0.040005335,0.058323627,N,6,,,86.5,,,,,
50.6,20.3,0.026027495,0.502214541,N,6.8,,,66.1,,3.4,,43,
1.4,0.2,-1.189584067,0.100275838,N,,,,39,,7,,11.7,
3.1,0.4,1.488077055,0.037057487,N,,,,37,,2,,33.9,
4,1.4,0.510825624,0.233611111,N,,,,40,,5,,15.3,
5.3,4.3,2.583997552,0.658319492,N,,,,17,,5,,7.3,
2,0.01,5.298317367,0.125003125,N,,,,11,,5,,4.8,
1.9,1.3,0.641853886,0.478144044,N,,,,16,,5,,6.9,
1.3,0.7,0,0.437869822,N,,,,44,,10,,9.5,
2.4,0.7,0.780158558,0.118127296,N,,,,40,,3,,26.3,
2.7,0.01,0.730887509,0.000009111,N,,,,22,,4,,12.7,
2.2,0.5,1.704748092,0.051731018,N,,,,48,,7,,14.7,
16.3,7.2,-0.331199817,0.2626688,N,,,,219,,4,,112.7,
6.7,2,1.639743262,0.089114102,N,,,,32,,2,,35.8,
35.7,2,-0.065063593,0.062720629,N,,,,57,,13,,9.5,
27.5,5.8,1.116961427,0.115593756,N,,,,25,,9,,5.8,
31.5,8.1,-0.334202088,0.100011912,N,,,,5996,,7,,1950,
98.8,7.8,-0.119131654,0.013214618,N,,,,58,,7,,17.9,
76.3,13.3,0.557324836,0.038762971,N,,,,8695,,40,,480.7,
10.3,2.7,1.200741784,0.068716543,N,,,,28,,3,,21.7,
19.3,2.6,-0.496211585,0.10421726,N,,,,415,,85,,10.8,
16,3.3,-0.651673932,0.134306614,N,,,,26,,4,,13.4,
17.7,2.2,2.40356101,0.015453828,N,,,,44,,3,,28.8,
70.2,10,-0.53280453,0.047699455,N,,,,18,,21,,1.9,
0.01,0.01,-5.857933154,0.485,N,,,,57,,2,,57,
35,3,2.456735773,0.007348328,N,,,,21,,4,,11.7,
161.1,22.2,0.32156222,0.041954262,N,,,,40,,4,,22.8,
53,8.9,1.708528815,0.080716008,N,,,,13,,4,,6.7,
146.7,16.7,1.482832288,0.05344096,N,,,,56,,5,,27.5,
229.8,26.4,2.935773414,0.013198074,N,,,,76,,10,,17.3,
0.9,0.3,0.117783036,0.126736111,N,,,,86,,2,,111.5,
61.9,13.3,0.968519759,0.220072717,N,,,,78,,4,,46.9,
9.6,4.5,-0.295464213,0.248811353,N,,,,87,,9,,22,
60.7,20.2,-0.119429127,0.227781325,N,,,,77,,3,,50.3,
72,5.3,1.561971375,0.037390878,N,,,,,,,,,
113,14,2.095498979,0.058877443,N,,,,,,,,,
138.9,16.7,-0.113534362,0.025836779,N,,,,,,,,,
76.8,5.5,1.513891018,0.032578668,N,,,,,,,,,
87.7,6.1,0.194481853,0.015628603,N,,,,,,,,,
123.3,16.4,1.504077397,0.10725395,N,,,,,,,,,
287.4,29.8,2.018039458,0.035421627,N,,,,,,,,,
150.1,28.1082689,0.171850257,0.063605957,N,9.3,27.04506,247.89184,,,,,52,
14.6,0.5,1.549619417,0.085460029,N,8.56,,230.36,,,15.325,,10,20.8
12.6,0.7,1.402294702,0.087373621,N,8.56,,230.36,,,15.325,,10,20.8
21.8,1.1,0.769374546,0.122632348,N,9.23,,115.18,,,15.325,,5,27.4
14.5,2,1.542746538,0.103312171,N,8.56,,230.36,,,15.325,,10,20.8
15.2,2.1,0.019934215,0.336911125,N,9.14,,283.52,,,15.325,,13,16.7
24.2,2.5,0.873817209,0.130758351,N,9.23,,115.18,,,15.325,,5,27.4
24.3,3.2,0.877940926,0.137427796,N,9.23,,115.18,,,15.325,,5,27.4
23.3,3.9,2.315544238,0.256750185,N,9.45,,407.56,,,27.585,,10,44.1
16.8,3.9,0.120017673,0.371713828,N,9.14,,283.52,,,15.325,,13,16.7
17.5,4.1,1.021651248,0.542670093,N,10.39,,695.51,,,21.455,,22,60.4
20.6,4.3,0.636528287,0.455994693,N,9.55,,287.95,,,24.52,,8,54.2
16.5,4.6,0.962810748,0.565502979,N,10.39,,695.51,,,21.455,,22,60.4
20,5,0.606969484,0.474923197,N,9.55,,287.95,,,24.52,,8,54.2
20.3,5.2,1.170071253,0.553397032,N,10.39,,695.51,,,21.455,,22,60.4
26.9,5.9,0.903363497,0.460529221,N,9.55,,287.95,,,24.52,,8,54.2
33,6.7,2.663598439,0.269954763,N,9.45,,407.56,,,27.585,,10,44.1
30.8,6.8,2.594605567,0.277476924,N,9.45,,407.56,,,27.585,,10,44.1
20.6,7.9,0.323929863,0.464892048,N,9.14,,283.52,,,15.325,,13,16.7
6.39,1.22,0.229423007,0.153771448,N,5.8,,,20.35,,6.4,,6.87,
7.62,1.22,0.128668843,0.03165722,N,9.3,,,25.1,,5.3,,24.5,
13.08,1.22,0.707004215,0.078166677,N,18.6,,,100.4,,7.4,,29.6,
9.47,2.61,1.072555577,0.087628652,N,20.2,,,13.9,,3.6,,8.2,
23.3,2.2,1.644375964,0.009409077,N,12.5,,,,0.2,,9.5,,
28.1,19.8,1.074006478,0.670109382,N,11.6,,,,0.29,,11.2,,
1.1,0.4,4.700480366,0.257231405,N,12,,,,0.22,,13.4,,
2.2,0.1,0.200670695,0.113177227,N,11.8,,,,0.27,,13.9,,
3.7,1,0.615185639,0.135546019,N,,,,,0.02,,14,,55.9
7.6,1.6,0.834225779,0.118701495,N,,,,,0.17,,14,,68.6
4.3,1.2,0.295464213,0.113036185,N,,,,,0.05,,14,,63.7
1.8,0.6,0.492476485,0.185491276,N,,,,,0.04,,16,,72.5
2.1,0.1,0.84729786,0.05165029,N,,,,,0.03,,16,,86.3
25.1,2.1,1.741263305,0.011648649,N,,,,,,,,,
25.5,2.7,1.030404039,0.013143206,N,,,,,,,,,
4.7,0.6,0.384411699,0.078796967,N,,,,,0.08,,16,,18.6
1.8,0.1,-0.200670695,0.00558642,N,,,,,0.35,,38,,82.4
5.6,0.6,-0.068992871,0.073979592,N,,,,,1.47,,46,,73.5
66.7,9.4,0.320705139,0.030110605,N,,,,,,,,,10
2.6,0.7,-0.430782916,0.103110207,N,17,5,154,,,1,,159,
0.4,0.1,-0.223143551,0.1025,N,,5,11,,,1,,16,
4,14.2,0.798507696,13.20743827,N,,,,,,,,,
3.2,2.1,0.330241687,0.447677295,N,16,4,20,,,2,,12,
1.1,0.3,0.78845736,0.114380165,N,17.3,9,29,,,6,,9,
3.6,0.6,0.587786665,0.230277778,N,17,4,10,,,2.5,,6,
6.9,3.5,0.768370602,0.257301328,N,,6,29,,,2,,17,
,,,,N,17,5,43,,,1.5,,36,
8.1,2.6,0.103989714,0.163832474,N,,4,52,,,1,,55,
0.5,0.1,-0.336472237,0.121632653,N,,,,,,,,,
1,0.4,2.302585093,16.16,N,,,,,,,,,
1.1,0.4,1.704748092,4.132231405,N,,,,,,,,,
3.9,0.8,1.178654996,0.292077581,N,,,,,,,,,
1.6,0.6,-0.117783036,0.152970679,N,,,,,,,,,
4.7,1.4,0.672093771,0.173797376,N,,,,,,,,,
1.4,1.3,-0.538996501,1.306689342,N,,,,,,,,,
8.8,1.8,1.145132304,0.062247006,N,,,,,,,,,
7.5,1.9,1.272965676,0.209302494,N,,,,,,,,,
3.7,1.9,1.413693335,0.708140573,N,,,,,,,,,
9.4,2.8,0.987946721,0.248727931,N,,,,,,,,,
18.1,6.8,1.306676733,0.174879376,N,,,,,,,,,
0.62,0.123328829,0.032789823,0.045012603,N,25.88888889,,26.826408,,,0.53,,,
0.51,0.047434165,0.194156014,0.025033739,N,25.77777778,,25.852512,,,0.18,,,
0.8,0.316227766,1.386294361,0.38125,N,7.222222222,,7.96824,,,0.02,,,
1.1,0.126491106,-0.167054085,0.098430241,N,9.833333333,,10.314444,,,0.02,,,
1.4,0.252982213,0.241162057,0.085545623,N,11.66666667,,3.585708,,,0.98,,,
4.1,0.411096096,-0.11506933,0.025365449,N,25.27777778,,14.077224,,,0.05,,,
8.1,0.933333333,0.050643733,0.025945537,N,,,34.706112,,,6.75,,,
6,0.695701085,0.124052649,0.045484316,N,,,12.704916,,,0.03,,,
9.4,1.633333333,-0.021053409,0.037527213,N,22,,2.523276,,,0.01,,,
6.5,0.600832755,0.303186259,0.029551323,N,13.72222222,,14.16576,,,0.02,,,
9.9,1.433333333,0.117783036,0.041644259,N,,,9.119208,,,0.04,,,
2.6,0.664078309,-0.268263987,0.11930243,N,23.05555556,,2.965956,,,0.02,,,
23.9,1.58113883,-0.161891117,0.01110875,N,,,13.2804,,,0.05,,,
2.7,0.758946638,-0.071458964,0.193281073,N,,,10.580052,,,0.02,,,
29.8,1.802498266,0.037611271,0.006117068,N,25.55555556,,9.030672,,,0.04,,,
28.4,1.707629936,0.237328186,0.018700255,N,,,9.119208,,,0.03,,,
13.1,1.517893277,-0.397802235,0.026682859,N,24.66666667,,11.863824,,,0.02,,,
20,1.77087549,0.192371893,0.017022736,N,21.66666667,,11.598216,,,0.04,,,
34.3,2.782804341,0.078828673,0.01248244,N,25.94444444,,11.863824,,,0.03,,,
25.6,2.561444905,0.060380511,0.016010576,N,,,14.16576,,,0.02,,,
19.2,1.454647724,0.053488685,0.015207473,N,25.55555556,,12.217968,,,0.06,,,
33.8,3.566666667,-0.249998639,0.022178619,N,25.33333333,,6.41886,,,0.02,,,
52.5,3.666666667,0.054808236,0.012147174,N,,,3.718512,,,0.01,,,
59,3.668242086,0.284297974,0.008347741,N,21.77777778,,10.580052,,,0.03,,,
48.1,5.518281306,-0.036738826,0.032210787,N,23.05555556,,6.684468,,,0.03,,,
9.6,2.4,0.850776125,0.110685604,N,,,,,,,,,
19.3,4.2,1.370869891,0.32890633,N,,,,,,,,,
31.9,3.2,0.837937418,0.025238178,N,,,,,,,,,
12,1.8,0.265703166,0.096342155,N,,,,,,,,,
25.1,5.6,0.495015018,0.316383848,N,,,,,,,,,
15.6,1.3,-0.233347721,0.105993634,N,,,,,,,,,
23.9,1.9,0.305979557,0.01458438,N,,,,,,,,,
,,,,N,,,,,,,,,
0.8,0.2,0.980829253,0.173611111,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,,,,,,,,
0.15,0.08,-0.980829253,0.846944444,N,,,,,,,,,
3.13,0.252982213,0.166473365,0.012006513,N,,40,10,,,10,60,,
15.06,1.555634919,1.358787715,0.025210936,N,,40,20,,,20,70,,
13.55,1.170042734,0.858927337,0.011826902,N,,40,40,,,70,150,,
3.49,0.3,0.264084942,0.024235838,N,,60,50,,,80,160,,
28.54,3.35201432,1.950123638,0.018708406,N,,40,20,,,60,160,,
3.29,0.466666667,0.072472649,0.028770231,N,,40,20,,,80,170,,
16.45,2.846049894,1.564854006,0.048946861,N,,40,90,,,90,180,,
11.55,1.9,-0.064538521,0.042240588,N,,80,40,,,60,180,,
25.21,3.433333333,0.097852083,0.040668569,N,,360,320,,,180,270,,
12.29,0.85732141,0.274479671,0.012792119,N,,40,160,,,130,320,,
2.8,1.4,-0.068992871,0.41,N,,,,,,,,,
,,,,N,,,,,,,,,
0.9,6.7,-0.84729786,55.60342656,N,,,,,,,,,
,,,,N,,,,,,,,,
2.9,2.2,0.7282385,0.988770657,N,,,,,,,,,
,,,,N,,,,,,,,,
,,,,N,,0.361,14.99,,,12.82,,,28
,,,,N,,0.361,14.99,,,12.82,,,28
,,,,N,,4.68,1.63,,,1.26,,,91
,,,,N,,0.299,1.04,,,0.248,,,63
,,,,N,,5.57,1.77,,,1.5,,,51
,,,,N,,0.66,1.62,,,0.09,,,9
,,,,N,,4.68,1.63,,,1.26,,,91
,,,,N,,0.299,1.04,,,0.248,,,63
,,,,N,,0.66,1.62,,,0.09,,,9
,,,,N,,0.66,1.62,,,0.09,,,9
,,,,N,,0.299,1.04,,,0.248,,,63
,,,,N,,0.66,1.62,,,0.09,,,9
,,,,N,,5.57,1.77,,,1.5,,,51
12.9,0.347011047,-0.123794217,0.040138451,N,,,,,,,,,
5.9,0.537587202,0.206336433,0.016809156,N,,,1682.184,,0.605,20,40,,
5.2,0.266666667,0.101096117,0.02073759,N,,,1505.112,,0.64,15,60,,
20.8,1.699411663,0.184246485,0.013209808,N,,,177.072,,1.09,25,160,,
9.5,1.201665511,0.076540077,0.062487603,N,,,10026.702,,4.115,280,340,,
51,5.091267033,0.107541542,0.01349165,N,,,7370.622,,3.185,580,590,,
3.1,0.694022094,0.389464767,0.124195475,N,,,,,,,,,
10.9,1.796292478,0.684014697,0.047048015,N,,,,,,,,,
3.3,0.25,0.164303051,0.097894823,N,,,,,,,,,
5.5,0.734846923,0.675128675,0.0212526,N,,,,,,,,,
11.6,2.862167011,0.099629841,0.074485347,N,,,,,,,,,
10.5,1.71464282,0.722134717,0.060563886,N,,,,,,,,,
,,,,N,,5.57,1.77,,,1.5,,,51
,,,,N,,4.68,1.63,,,1.26,,,91
,,,,N,,4.68,1.63,,,1.26,,,91
,,,,N,,5.57,1.77,,,1.5,,,51
,,,,N,,19.21,4.12,,,5.04,,,0
,,,,N,,19.21,4.12,,,5.04,,,0
,,,,N,,19.21,4.12,,,5.04,,,0
,,,,N,,19.21,4.12,,,5.04,,,0
,,,,N,,9.03,6.42,,,3.23,,,63
,,,,N,,9.03,6.42,,,3.23,,,63
,,,,N,,9.03,6.42,,,3.23,,,63
,,,,N,,9.03,6.42,,,3.23,,,63
128.2,5.1,1.554057817,0.016410804,N,,,,,,,,,
137.7,14.1,0.962361286,0.011656091,N,,,,,,,,,
100.2,18.7,0.644452069,0.036000587,N,,,,,,,,,
192.4,25.3,1.96004281,0.032119659,N,,,,,,,,,
,,,,N,,,507,,1.4,16,32,35,
,,,,N,,,1470,,2.1,19,34,88,
,,,,N,,,1114,,1.8,21,39,49,
,,,,N,,,1147,,1.9,31,47,37,
,,,,N,,,304,,1.4,28,50,14,
6.3,0.01,-1.218157439,0.522736419,N,15,,20,,,,,,
22.4,2,0.757685702,0.021033163,N,15,,20,,,,,,
15.3,2.1,1.269237806,0.096718843,N,24,,20,,,,,,
61.7,14.1,1.289070587,0.067483247,N,23,,60,,,,,,
27,6,0.07296902,0.087493222,N,,,30,,,,,,
33.3,5.9,0.319204764,0.074080093,N,,,20,,,,,,
25.9,4.9,0.11009069,0.045620879,N,14,,40,,,,,,
23,2.5,-0.079373588,0.021104918,N,20,,20,,,,,,
117.8,38.3,0.340555264,0.183015671,N,18,,80,,,,,,
14.6,4.9,0.589157467,0.200429889,N,16,,20,,,,,,
187.7,61.4,0.122254927,0.278076156,N,19,,,,,,,,
33.4,5,0.08104121,0.127824336,N,8.5,18,3410,,,28.5,,186.6,
38.5,5,0.223143551,0.122280317,N,8.5,18,3410,,,28.5,,186.6,
52.7,4.9,0.537100766,0.114059185,N,8.5,18,3410,,,28.5,,186.6,
154.8,6.5,-0.136273109,0.005820549,N,8.5,18,3410,,,28.5,,186.6,
167.7,4.9,-0.056230401,0.004911158,N,8.5,18,3410,,,28.5,,186.6,
198.4,9.7,0.111878125,0.00644776,N,8.5,18,3410,,,28.5,,186.6,
64.6,3.6,0.12691907,0.006889216,N,7.5,1.26,1798,,,28.5,,90.8,
69.3,3.5,0.197149565,0.006334415,N,7.5,1.26,1798,,,28.5,,90.8,
72.7,1.7,0.245046043,0.004330456,N,7.5,1.26,1798,,,28.5,,90.8,
205.9,21,0.37226803,0.020136215,N,7.5,1.26,1798,,,28.5,,90.8,
221.9,28,0.447104246,0.025656139,N,7.5,1.26,1798,,,28.5,,90.8,
244.5,10.5,0.544092725,0.011578253,N,7.5,1.26,1798,,,28.5,,90.8,
68.5,1.8,-0.253906362,0.00226164,N,8.5,54,3658,,,107.3,,54.8,
88.3,1.7,0,0.0019418,N,8.5,54,3658,,,107.3,,54.8,
80.8,8.6,-0.088763142,0.012899685,N,8.5,54,3658,,,107.3,,54.8,
347.6,10.8,0.412973084,0.033209024,N,8.5,54,3658,,,107.3,,54.8,
302.9,28.5,0.275323409,0.041096682,N,8.5,54,3658,,,107.3,,54.8,
297.6,19.8,0.257670994,0.036670209,N,8.5,54,3658,,,107.3,,54.8,
60.9,2,-0.062072429,0.001938233,N,8,18,1178,,,28.5,,62,
163.8,7.8,0.927340568,0.003127294,N,8,18,1178,,,28.5,,62,
204,4.1,0.11686434,0.00088963,N,8,18,1178,,,28.5,,62,
127.4,11.8,0.67602614,0.009438493,N,8,18,1178,,,28.5,,62,
217.2,26.2,0.179562934,0.015036367,N,8,18,1178,,,28.5,,62,
213.7,10.2,0.163317509,0.002763896,N,8,18,1178,,,28.5,,62,
1.2,0.15,-0.056695344,0.024553018,N,5,2.4,27.3,,,1.3,,52.5,
0.18,0.06,-0.287682072,0.196180556,N,10.7,0.8,21,,,0.8,,64.4,
0.57,0.04,0.214409871,0.0091779,N,2.3,1.5,28.9,,,0.8,,89.6,
1.12,0.04,0.693147181,0.021683673,N,9.9,4.1,13,,,2.1,,18.4,
1.52,0.15,0.73342108,0.046518457,N,2.6,1.6,16,,,1.5,,25.8,
0.85,0.11,-0.100643526,0.025914449,N,2.9,2.3,10.9,,,1.1,,27.6,
2.42,0.57,0.370943914,0.065840276,N,2.7,3.3,12.9,,,2.7,,48.2,
3.78,0.15,0.366549692,0.01299595,N,8,3.2,10.9,,,2.7,,11.6,
2.6,0.45,0.556735325,0.058107506,N,,,,,,,,,
2.38,0.35,0.074107972,0.029816138,N,3.5,1.7,21.8,,,1.9,,27.3,
1.77,0.19,0.248896047,0.01236303,N,9.2,2.7,25.2,,,1.6,,38.5,
5.76,0.65,0.464463449,0.013352609,N,1.1,2.7,6.7,,,3,,7,
8.47,1.32,1.261061771,0.031231845,N,6.8,2.3,4.7,,,1.3,,11.8,
2.07,0.06,0.369874163,0.002062713,N,,,,,,,,,
1.29,0.09,0.264692554,0.006499982,N,8.8,2.8,12.1,,,1.1,,30,
3.49,0.44,0.479793515,0.031519779,N,8.5,2.6,13.8,,,1.3,,27.8,
2.86,0.09,0.003502631,0.012821601,N,3.1,2.4,90,,,1.9,,108.7,
4.56,0.68,0.177072201,0.152743903,N,6.2,0.9,37.7,,,2,,43.8,
3.19,0.33,0.594707108,0.039756298,N,16.9,1.4,2.2,,,1.7,,4.6,
3.61,0.62,-0.021918686,0.06052584,N,4.2,1.2,254.2,,,4,,143.1,
3.8,1.37,0.929535959,0.132157002,N,9.6,2.5,4.1,,,3.1,,4.7,
2.8,0.33,0.597837001,0.046948157,N,,,,,,,,,
5.08,0.25,-0.18133682,0.005358132,N,9,1.1,23.9,,,3.7,,42.1,
20.67,1.51,0.393203865,0.005930733,N,8.1,1.7,12.2,,,1.5,,21.2,
6.25,0.45,0.280772664,0.014681989,N,9.8,1.5,10.1,,,2.2,,11.9,
13.6,0.79,-0.006595847,0.018255035,N,11.5,2,125.3,,,5,,56.9,
1.99,0.19,0.089298138,0.029524095,N,4.4,11.1,188.3,,,1.1,,420.3,
7.88,0.51,-0.327183398,0.009023676,N,10,0.7,5.4,,,0.9,,15.6,
5.98,0.33,0.275493556,0.01120087,N,12.1,2.5,2.7,,,1.6,,7.1,
2.06,0.2,0.157392174,0.016689647,N,11.7,0.2,10.9,,,1,,25.8,
4.12,0.5,0.379116278,0.032886101,N,18.9,2.9,10.7,,,0.9,,35.4,
8.51,0.91,0.819486103,0.021703115,N,,,,,,,,,
24.61,2.91,0.183704064,0.066648453,N,8.5,1.5,99.8,,,1.6,,144.6,
23.45,1.65,1.551450655,0.007902187,N,10.6,1.1,3.2,,,1.4,,6.7,
27.43,4.22,0.94045942,0.024453267,N,21,3.6,249.2,,,1.4,,399.8,
9.73,1.12,0.167427882,0.016239516,N,7.5,3,22.6,,,1.1,,51.4,
9.68,0.66,0.113659318,0.066571396,N,17.1,6.4,212.1,,,1.9,,261.5,
10.51,0.6,0.771288747,0.036794803,N,9.2,0.9,10.8,,,1.8,,34,
23.59,3.79,0.302056475,0.029232693,N,13.4,1.8,9.9,,,0.8,,32.2,
21.85,3.16,0.523877632,0.025861192,N,,,,,,,,,
29.39,2.45,-0.348166581,0.007822137,N,13.3,9.7,367.5,,,3.8,,222.7,
39.88,8.11,1.321254461,0.057693159,N,12,2.2,13.4,,,2.7,,13,
6.11,0.31,0.411209892,0.02035197,N,11.8,0.7,10.4,,,2.7,,9.1,
3.9,0.2,0.080042708,0.009574293,N,,41.7312,5311.92,,,2.2,5.8,,0
6.6,0.2,0.078780878,0.001993253,N,,41.7312,5311.92,,,2.2,5.8,,0
6.3,0.2,0.172842813,0.013823759,N,,41.7312,5311.92,,,2.2,5.8,,0
5.3,0.4,-0.055059777,0.008565875,N,,41.7312,5311.92,,,2.2,5.8,,0
3.9,0.2,0.080042708,0.009574293,N,,41.7312,5311.92,,,2.2,5.8,,0
4.4,0.6,-0.241162057,0.021464939,N,,41.7312,5311.92,,,2.2,5.8,,0
5.8,0.6,0.090151097,0.023517495,N,,41.7312,5311.92,,,2.2,5.8,,0
5.6,0.2,-0.085522173,0.00235049,N,,41.7312,5311.92,,,2.2,5.8,,0
0.19,0.07,0.641853886,0.225734072,N,,20,200,,,1,2,,13
9.1,0.367423461,-0.284931039,0.002188032,N,19.2,,,,,,,161,
32,3.960008417,0.25489225,0.016625695,N,19.2,,,,,,,161,
8.5,1.1,0.887303195,0.134298425,N,16.5,,5.7,,0.28,0.5,13.7,,
58.6,6,1.954479182,0.015709246,N,17.5,,5.1,,0.37,0.5,24.2,,
55,4.9,0.920846548,0.038044986,N,16.1,,299.5,,0.72,2.2,40.1,,
166.5,7.5,0.171212322,0.030084709,N,16,,4460.5,,6.52,1720.5,2402.5,,
14.8,2.6,0.226527649,0.134567775,N,,35,43,,,1,11,,90
21,2.9,0.858471161,0.047475799,N,,35,43,,,1,11,,0
24.8,6,1.05908145,0.065157981,N,,35,43,,,1,11,,50
,,,,N,,,,,,,,,0
,,,,N,,,,,,,,,83
,,,,N,,,,,,,,,0
,,,,N,,,,,,,,,0
,,,,N,,,,,,,,,3
,,,,N,,,,,,,,,83
,,,,N,,,,,,,,,83
,,,,N,,,,,,,,,83
8.2,1.6,0.130053128,0.149183687,N,0.5,,200,,,200,,,
6.9,2.3,0.362905494,0.673611111,N,29.9,,200,,,200,,,
21.6,11,0.117783036,0.321844993,N,6.6,,300,,,100,,,
51.4,7.1,0.218775672,0.025083967,N,12.2,,100,,,100,,,
0.37,0.03117,-0.102654154,0.013539923,N,,,,,,,,,
0.3,0.04019,0.033901552,0.042154136,N,,,,,,,,,
17.6,0.45,-0.076540077,0.003423815,N,,10.5,9.3,,,4.5,,,
1.62,0.26,-0.397200598,0.056129646,N,19.8,17,270,,,20,,32.3,
0.63,0.26,-1.341662207,0.200691358,N,19.8,17,270,,,20,,32.3,
0.71,0.26,-1.050526102,0.256428024,N,14.2,16,189,,,20,,22.9,
1.21,0.27,-0.517415433,0.172119328,N,14.2,16,189,,,20,,22.9,
2.25,0.44,0.107832705,0.097084246,N,21.4,22,600,,,46,,84.4,
1.29,0.57,0.177681177,0.202185115,N,16.6,14,144,,,4,,95.3,
1.87,0.64,-0.077159081,0.175974588,N,21.4,22,600,,,46,,84.4,
2.62,0.9,-1.213847552,0.137448032,N,19.8,19,140,,,8,,50.3,
3.71,1.3,1.234070835,0.129727627,N,16.6,14,144,,,4,,95.3,
11.13,2.46,0.232622295,0.068299638,N,19.8,19,140,,,8,,50.3,
5,1.4862705,0.385662481,0.142425744,N,,,827.1,,,14.2,30.4,,60
12.6,2.308462692,0.135801541,0.04678953,N,,,1086.8,,,22.7,37.8,,
7.9,1.644384383,0.210564769,0.162955296,N,,,788.2,,,11.4,42.3,,10
