Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Death 2007,Yes,Web of Science 1st Searches,Porewa d/s,"North Island, NZ",NA,,"40.04'37.5""",40.077083,-40,175,Plastic Jar,Mesh ,Mesh,Vial,Vial,Parallel,4,28,,0.66,NaNO3,0.51,KH2PO4,Random,2005,Summer,February,NA,,,"Gravel, Cobble",Mixed,C,Cfb,,,0.09,,,,Pasture,,,Open,14,,,,,40,,,,,,23.2,2.3,4.6,4,25.9,4.9,9.8,4,0.11009069,0.045620879,51.4,14.2,28.4,4,0.795485894,0.086150454,35.1,5.3,10.6,4,0.414048852,0.032628469,No,No,Longitudinal location relative to WWTP,No,No,Impacts of point sources on stream chemistry and biology ,,
Death 2007,Yes,Web of Science 1st Searches,Hautapu u/s,"North Island, NZ",NA,,"39.40'08.2""",39.668944,-40,176,Plastic Jar,Mesh ,Mesh,Vial,Vial,Parallel,4,28,,0.66,NaNO3,0.51,KH2PO4,Random,2005,Summer,February,NA,,,"Gravel, Cobble",Mixed,C,Cfb,,,0.26,,,,Pasture,,,Open,20,,,,,20,,,,,,24.9,2.4,4.8,4,23,2.5,5,4,-0.079373588,0.021104918,32.6,7.4,14.8,4,0.269444485,0.060816388,26.6,7.4,14.8,4,0.066043412,0.086682903,No,No,Longitudinal location relative to WWTP,No,No,Impacts of point sources on stream chemistry and biology ,,
Death 2007,Yes,Web of Science 1st Searches,Hautapu d/s,"North Island, NZ",NA,,"29.41'05.6""",29.684889,-40,176,Plastic Jar,Mesh ,Mesh,Vial,Vial,Parallel,4,28,,0.66,NaNO3,0.51,KH2PO4,Random,2005,Summer,February,NA,,,"Gravel, Cobble",Mixed,C,Cfb,,,0.34,,,,Pasture,,,Open,18,,,,,80,,,,,,83.8,23.3,46.6,4,117.8,38.3,76.6,4,0.340555264,0.183015671,78.4,10,20,4,-0.06660908,0.09357715,81.5,8.9,17.8,4,-0.027829987,0.089233063,No,No,Longitudinal location relative to WWTP,No,No,Impacts of point sources on stream chemistry and biology ,,
Death 2007,Yes,Web of Science 1st Searches,Rangitikei P,"North Island, NZ",NA,,"39.37'39.5""",39.627639,-40,176,Plastic Jar,Mesh ,Mesh,Vial,Vial,Parallel,4,28,,0.66,NaNO3,0.51,KH2PO4,Random,2005,Summer,February,NA,,,"Gravel, Cobble",Mixed,C,Cfb,,,0.13,,,,Pasture,,,Open,16,,,,,20,,,,,,8.1,2.4,4.8,4,14.6,4.9,9.8,4,0.589157467,0.200429889,11.4,6.1,12.2,4,0.341749294,0.374110363,14.5,9.9,19.8,4,0.582284588,0.553950829,No,No,Longitudinal location relative to WWTP,No,No,Impacts of point sources on stream chemistry and biology ,,
Death 2007,Yes,Web of Science 1st Searches,Rangitikei d/s B,"North Island, NZ",NA,,"40.11'18.7""",40.188528,-40,176,Plastic Jar,Mesh ,Mesh,Vial,Vial,Parallel,4,28,,0.66,NaNO3,0.51,KH2PO4,Random,2005,Summer,February,NA,,,"Gravel, Cobble",Mixed,C,Cfb,,,0.35,,,,Pasture,,,Open,19,,,,,,,,,,,166.1,68.7,137.4,4,187.7,61.4,122.8,4,0.122254927,0.278076156,290.3,105.5,211,4,0.558324854,0.303142168,299.6,213.4,426.8,4,0.589858235,0.678417274,No,No,Longitudinal location relative to WWTP,No,No,Impacts of point sources on stream chemistry and biology ,,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk Low Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,1.8,2.3,,,0.05,,,7,1.05,1.818653348,3,,,,,,,,,,,,,58.3,2.5,4.330127019,3,2.119691944,0.024338836,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk High Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,0.93,1.4,,,0.85,,,4.9,1,1.732050808,3,,,,,,,,,,,,,36,4,6.92820323,3,1.994283733,0.053994992,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk High Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,0.93,1.4,,,0.85,,,11.6,2,3.464101615,3,,,,,,,,,,,,,76.4,8.9,15.41525219,3,1.884977598,0.043296936,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk Low Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,1.8,2.3,,,0.05,,,7.8,1.05,1.818653348,3,,,,,,,,,,,,,30,12.3,21.30422493,3,1.347073648,0.186221302,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk High Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,0.93,1.4,,,0.85,,,10.2,0.01,0.01,3,,,,,,,,,,,,,49.2,23.3,40.35678382,3,1.573505903,0.224275719,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Deegan 1997,Yes,Web of Science 1st Searches,Kuparuk Low Nut ,Alaska,Tundra,Lat Long,68.38',68.633333,69,-149,Plastic Vial,Porcelain Disc,Smooth,Vial,Vial,Parallel,3,14,2,0.05,NH4Cl,0.005,K2HPO4,,1988,Summer,July,NA,,,"Cobble, Boulders",Large,D,Dfc,,,,,0.37,,,,,Open,10.2,,,,1.8,2.3,,,0.05,,,6.91,1.05,1.818653348,3,,,,,,,,,,,,,55.5,24.6,42.60844987,3,2.083413383,0.219554497,No,No,"Nutrients, fish densities",Yes,No,Manipulating Phosphorus and fish densities; also has malathion NDS,Discharge = avg of ten points in July and Nutrients = avg of all points in correct control vs. enriched reach ,
Dube 1997,Yes,Web of Science 1st Searches,Thompson River,British Columbia,North American Deserts,,,,51,-120,Clay Pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,12,16,,NA,,0.5,KH2PO4,Random,1994,Fall,August,NA,,55000,,,B,BSk,,,,,,,,,,,18.6,7.8,,,5,70,,176.7,,,,28,3.9,13.5099963,12,,,,,,,46,9.8,33.94819583,12,0.496436886,0.064788034,,,,,,,Yes,,Effects of pulp mill discharges,No,Yes,Interested in effects of pulp mill discharges; also tested NDS with malathion ,Paper mentions losing some NDS but no revised sample sizes,
Dube 1997,Yes,Web of Science 1st Searches,Thompson River,British Columbia,North American Deserts,,,,51,-120,Clay Pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,12,27,,NA,,0.5,KH2PO4,Random,1993,Winter,March,NA,,55000,,,B,BSk,,,,,,,,,,,3.2,7.6,,,5.7,126.7,,226.7,4.2,,,139.5,11.6,40.18357874,12,,,,,,,135.7,9.5,32.90896534,12,-0.027618034,0.01181564,,,,,,,Yes,,Effects of pulp mill discharges,No,Yes,Interested in effects of pulp mill discharges; also tested NDS with malathion ,Paper mentions losing some NDS but no revised sample sizes,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Closed,8.5,,215,,18,3410,,,28.5,,186.6,30.8,10,20,4,33.4,5,10,4,0.08104121,0.127824336,38,6.3,12.6,4,0.21007147,0.132900216,12.1,0.01,0.01,4,-0.934309237,0.105414237,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Closed,8.5,,215,,18,3410,,,28.5,,186.6,30.8,10,20,4,38.5,5,10,4,0.223143551,0.122280317,44,4.3,8.6,4,0.356674944,0.114964686,21.3,1.7,3.4,4,-0.368807617,0.111784055,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Closed,8.5,,215,,18,3410,,,28.5,,186.6,30.8,10,20,4,52.7,4.9,9.8,4,0.537100766,0.114059185,41,1.6,3.2,4,0.286057377,0.106936969,18.1,4,8,4,-0.531602752,0.154252624,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Open,8.5,,215,,18,3410,,,28.5,,186.6,177.4,11.3,22.6,4,154.8,6.5,13,4,-0.136273109,0.005820549,162.9,21,42,4,-0.085270554,0.020676093,156.5,8,16,4,-0.12535106,0.006670489,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Open,8.5,,215,,18,3410,,,28.5,,186.6,177.4,11.3,22.6,4,167.7,4.9,9.8,4,-0.056230401,0.004911158,170,7.4,14.8,4,-0.042608633,0.005952227,151.6,8.1,16.2,4,-0.157161597,0.00691219,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Derry,Ireland,NA,Avg based on geographic area ,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.6,,,,,,,,Open,8.5,,215,,18,3410,,,28.5,,186.6,177.4,11.3,22.6,4,198.4,9.7,19.4,4,0.111878125,0.00644776,177.4,22.6,45.2,4,0,0.020287086,183.9,20.9,41.8,4,0.035985062,0.016973449,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Closed,7.5,,60,,1.26,1798,,,28.5,,90.8,56.9,3.5,7,4,64.6,3.6,7.2,4,0.12691907,0.006889216,81.9,8.7,17.4,4,0.36420365,0.015067853,55.7,0.01,0.01,4,-0.021315194,0.003783663,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Closed,7.5,,60,,1.26,1798,,,28.5,,90.8,56.9,3.5,7,4,69.3,3.5,7,4,0.197149565,0.006334415,57.1,3.5,7,4,0.003508776,0.007540851,36.4,1.7,3.4,4,-0.446726566,0.005964853,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Closed,7.5,,60,,1.26,1798,,,28.5,,90.8,56.9,3.5,7,4,72.7,1.7,3.4,4,0.245046043,0.004330456,43.3,1.7,3.4,4,-0.273142706,0.005325079,54.1,5.4,10.8,4,-0.050461155,0.013746721,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Open,7.5,,60,,1.26,1798,,,28.5,,90.8,141.9,14,28,4,205.9,21,42,4,0.37226803,0.020136215,269.6,35,70,4,0.641816795,0.02658774,348.7,7,14,4,0.89908937,0.010136987,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Open,7.5,,60,,1.26,1798,,,28.5,,90.8,141.9,14,28,4,221.9,28,56,4,0.447104246,0.025656139,334.6,8.7,17.4,4,0.857813204,0.010410061,335,24.5,49,4,0.859007948,0.015082629,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Glencree,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.3,,,,,,,,Open,7.5,,60,,1.26,1798,,,28.5,,90.8,141.9,14,28,4,244.5,10.5,21,4,0.544092725,0.011578253,332.6,15.8,31.6,4,0.851817983,0.011990677,387.3,33.3,66.6,4,1.004077002,0.017126535,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Closed,8.5,,230,,54,3658,,,107.3,,54.8,88.3,3.5,7,4,68.5,1.8,3.6,4,-0.253906362,0.00226164,49.9,1.7,3.4,4,-0.570719105,0.002731777,58.9,1.8,3.6,4,-0.404899017,0.002505069,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Closed,8.5,,230,,54,3658,,,107.3,,54.8,88.3,3.5,7,4,88.3,1.7,3.4,4,0,0.0019418,60.9,2.9,5.8,4,-0.371506933,0.003838713,59.5,5.2,10.4,4,-0.394763795,0.009209018,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Closed,8.5,,230,,54,3658,,,107.3,,54.8,88.3,3.5,7,4,80.8,8.6,17.2,4,-0.088763142,0.012899685,72.7,0.01,0.01,4,-0.194398723,0.001571144,57.6,5.3,10.6,4,-0.42721754,0.010037695,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Open,8.5,,230,,54,3658,,,107.3,,54.8,230,41.3,82.6,4,347.6,10.8,21.6,4,0.412973084,0.033209024,165.3,12.5,25,4,-0.330317304,0.037962065,262.5,7.2,14.4,4,0.132171773,0.032995994,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Open,8.5,,230,,54,3658,,,107.3,,54.8,230,41.3,82.6,4,302.9,28.5,57,4,0.275323409,0.041096682,222.8,37.6,75.2,4,-0.031804801,0.060724017,214.3,37.6,75.2,4,-0.070702406,0.063028114,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Redcross,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.5,,,,,,,,Open,8.5,,230,,54,3658,,,107.3,,54.8,230,41.3,82.6,4,297.6,19.8,39.6,4,0.257670994,0.036670209,158.3,19.5,39,4,-0.373587342,0.047417923,185.7,44.6,89.2,4,-0.213946841,0.089926411,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Closed,8,,73,,18,1178,,,28.5,,62,64.8,1.9,3.8,4,60.9,2,4,4,-0.062072429,0.001938233,77.2,5.9,11.8,4,0.175093854,0.006700481,58.7,1.9,3.8,4,-0.098865877,0.001907406,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Closed,8,,73,,18,1178,,,28.5,,62,64.8,1.9,3.8,4,163.8,7.8,15.6,4,0.927340568,0.003127294,130.1,4,8,4,0.696997782,0.001805011,80,4,8,4,0.210721031,0.00335972,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Open,8,,73,,18,1178,,,28.5,,62,181.5,4,8,4,204,4.1,8.2,4,0.11686434,0.00088963,219,10.1,20.2,4,0.187816076,0.002612635,237.7,6,12,4,0.269753721,0.001122852,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.05,NaNO3,0.05,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Closed,8,,73,,18,1178,,,28.5,,62,64.8,1.9,3.8,4,127.4,11.8,23.6,4,0.67602614,0.009438493,185.5,9.9,19.8,4,1.051749279,0.003708,89.4,6,12,4,0.321815079,0.005364022,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.1,NaNO3,0.1,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Open,8,,73,,18,1178,,,28.5,,62,181.5,4,8,4,217.2,26.2,52.4,4,0.179562934,0.015036367,215.6,20.1,40.2,4,0.172169185,0.009177196,236.3,10.3,20.6,4,0.26384653,0.00238567,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Elsaholi 2011,Yes,Web of Science 1st Searches,Vartry,Ireland,NA,City fit description,,,53,-6,Plastic Vial,Glass disc,Glass disc,Vial,Vial,Parallel,4,21,2,0.5,NaNO3,0.5,KH2PO4,Random,,Summer,"May, June",NA,,,Gravel,Small,C,Cfb,,0.05,,,,,,,,Open,8,,73,,18,1178,,,28.5,,62,181.5,4,8,4,213.7,10.2,20.4,4,0.163317509,0.002763896,180.1,14.2,28.4,4,-0.007743402,0.006702246,185,26.3,52.6,4,0.019100171,0.020695779,No,No,"Canopy cover, nutrient concentration",Yes,Yes,Testing nutrient limitation in Ireland streams and the within-stream effects of light ,Stream nutrient concentrations look really high; converted from mmol/L,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,5,,,,2.4,27.3,,,1.3,,52.5,1.27,0.12,0.268328157,5,1.2,0.15,0.335410197,5,-0.056695344,0.024553018,0.85,0.08,0.178885438,5,-0.40153583,0.017786149,1.04,0.03,0.067082039,5,-0.199796187,0.009760118,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
